Date,Open,High,Low,Close,Adj Close,Volume
1999-12-01,33.656250,34.500000,28.687500,29.125000,12.874004,230905200
2000-01-01,29.000000,33.437500,27.625000,28.718750,12.694434,224495200
2000-02-01,28.718750,29.187500,23.781250,24.312500,10.746754,189933800
2000-03-01,24.593750,25.906250,21.437500,23.468750,10.373794,303736800
2000-04-01,23.625000,26.187500,22.375000,23.625000,10.521487,240129800
2000-05-01,23.500000,27.500000,22.968750,26.687500,11.885372,229033600
2000-06-01,26.687500,30.437500,25.531250,28.718750,12.790004,219206600
2000-07-01,28.906250,31.500000,27.625000,30.656250,13.741661,160374400
2000-08-01,30.656250,32.000000,25.750000,26.320299,11.798070,170688800
2000-09-01,26.687500,28.531250,24.593750,27.562500,12.354881,197233600
2000-10-01,27.625000,30.468750,26.875000,30.187500,13.618088,180461800
2000-11-01,30.187500,31.531250,27.625000,31.312500,14.125597,188714400
2000-12-01,31.187500,31.687500,26.750000,30.468750,13.822726,193205000
2001-01-01,30.468750,31.093750,27.593750,29.000000,13.156396,174487800
2001-02-01,28.750000,30.495001,25.705000,26.514999,12.029029,178171600
2001-03-01,26.514999,26.950001,21.879999,22.580000,10.243850,260465800
2001-04-01,22.580000,24.225000,21.184999,23.094999,10.553317,186970000
2001-05-01,23.094999,24.674999,22.299999,23.700001,10.829774,166729400
2001-06-01,23.700001,23.950001,21.295000,22.500000,10.281431,187487200
2001-07-01,22.500000,23.600000,21.825001,22.299999,10.270578,146439600
2001-08-01,22.350000,24.924999,21.750000,24.334999,11.207818,203277800
2001-09-01,24.459999,25.350000,22.625000,23.424999,10.788709,215306200
2001-10-01,23.250000,24.745001,22.004999,23.940001,11.186567,233443200
2001-11-01,23.700001,25.225000,23.230000,23.480000,10.971619,141977600
2001-12-01,23.174999,24.400000,22.725000,23.575001,11.099275,176861600
2002-01-01,23.400000,23.825001,21.750000,21.875000,10.298904,249580000
2002-02-01,21.875000,24.000000,21.850000,23.695000,11.155773,183248000
2002-03-01,23.480000,26.340000,23.174999,26.129999,12.302190,210607600
2002-04-01,26.000000,28.020000,25.750000,27.754999,13.176841,194723800
2002-05-01,27.879999,28.955000,26.900000,27.780001,13.188713,179044800
2002-06-01,27.450001,28.725000,26.475000,28.000000,13.293164,200331200
